order_id,order_date,customer_id,customer_segment,customer_city,customer_country,warehouse_id,warehouse_city,product_category,product_weight_kg,order_value_usd,shipping_method,carrier,distance_km,promised_delivery_days,actual_delivery_days,delivery_status,late_delivery,delivery_delay_days,shipping_cost_usd,package_size,payment_method,order_priority,weather_condition,customer_rating,return_requested,return_reason,delivery_attempts,warehouse_processing_hours,tracking_status,order_day,order_month,shipping_cost_per_kg,delivery_variance_days,delivery_performance
ORD-015875,2026-11-10,CUS-001014,Consumer,Leeds,United Kingdom,WH-003,Chicago,Books,0.57,47.66,International,GlobalExpress,276.7,10,10,Delivered,No,0,24.88,Medium,Credit Card,Low,Clear,4,No,Not returned,1,35.6,Delivered,Tuesday,11,43.64912280701755,0,On-time
ORD-015876,2026-10-01,CUS-000377,Consumer,Nantes,France,WH-004,Toronto,Electronics,6.09,1017.59,Standard,ParcelPro,1383.5,5,8,Delayed,Yes,3,54.43,Large,PayPal,Low,Snow,2,Yes,Product Defect,1,10.8,In Transit,Thursday,10,8.9376026272578,3,Delayed
ORD-015877,2026-09-26,CUS-003242,Premium,San Diego,United States,WH-005,London,Toys,1.22,70.73,Standard,BlueRoute,3497.3,6,9,Delivered,Yes,3,93.09,Medium,PayPal,Low,Storm,3,No,Not returned,1,41.1,Delivered,Saturday,9,76.3032786885246,3,Delayed
ORD-015878,2026-03-09,CUS-003095,Consumer,Leeds,United Kingdom,WH-007,Paris,Office Supplies,1.99,79.92,Standard,GlobalExpress,783.9,5,8,Delayed,Yes,3,29.95,Medium,Credit Card,Low,Storm,2,Yes,Not as Described,3,28.3,Exception,Monday,3,15.050251256281406,3,Delayed
ORD-015879,2026-10-25,CUS-003614,Consumer,Houston,United States,WH-002,Los Angeles,Toys,1.23,24.67,Economy,SwiftShip,1873.8,9,8,Delivered,No,0,36.69,Medium,Digital Wallet,Normal,Clear,5,No,Not returned,1,10.0,Delivered,Sunday,10,29.829268292682926,-1,Early
ORD-015880,2026-09-08,CUS-000254,Consumer,Naples,Italy,WH-002,Los Angeles,Grocery,3.08,52.85,Standard,PrimeDelivery,2102.3,5,6,Delayed,Yes,1,70.74,Large,Cash on Delivery,Low,Cloudy,2,Yes,Late Delivery,1,10.1,Exception,Tuesday,9,22.967532467532465,1,Delayed
ORD-015881,2026-07-27,CUS-002398,Consumer,Liverpool,United Kingdom,WH-010,Singapore,Electronics,5.92,462.74,Same Day,GlobalExpress,122.1,0,0,Delivered,No,0,62.02,Large,Credit Card,Normal,Cloudy,4,No,Not returned,1,14.7,Delivered,Monday,7,10.476351351351353,0,On-time
ORD-015882,2026-10-03,CUS-006328,Consumer,Brisbane,Australia,WH-006,Berlin,Electronics,1.05,354.47,Standard,GlobalExpress,4697.0,7,10,Delivered,Yes,3,145.19,Medium,Credit Card,Normal,Clear,3,No,Not returned,2,17.3,Delivered,Saturday,10,138.27619047619046,3,Delayed
ORD-015883,2026-10-14,CUS-005108,Consumer,Melbourne,Australia,WH-010,Singapore,Beauty,0.15,69.11,Economy,PrimeDelivery,3078.1,10,13,Delivered,Yes,3,48.61,Small,Bank Transfer,High,Storm,4,No,Not returned,1,14.0,Delivered,Wednesday,10,324.06666666666666,3,Delayed
ORD-015884,2026-05-16,CUS-004567,Consumer,Lyon,France,WH-005,London,Home & Kitchen,5.46,69.2,International,BlueRoute,2347.5,11,14,Delivered,Yes,3,183.45,Large,Cash on Delivery,Normal,Cloudy,3,No,Not returned,1,28.3,Delivered,Saturday,5,33.598901098901095,3,Delayed
ORD-015885,2026-09-22,CUS-001967,Small Business,Puebla,Mexico,WH-002,Los Angeles,Grocery,3.8,161.25,Express,ParcelPro,2420.6,3,4,Delivered,Yes,1,133.91,Large,Bank Transfer,High,Snow,3,Yes,Late Delivery,1,14.0,Delivered,Tuesday,9,35.23947368421053,1,Delayed
ORD-015886,2026-04-17,CUS-000401,Consumer,Leeds,United Kingdom,WH-005,London,Grocery,0.1,110.28,International,PrimeDelivery,2583.1,11,12,Delivered,Yes,1,105.15,Small,Credit Card,High,Extreme Heat,1,Yes,Wrong Item,1,13.5,Delivered,Friday,4,1051.5,1,Delayed
ORD-015887,2026-09-12,CUS-000720,Consumer,Utrecht,Netherlands,WH-007,Paris,Electronics,2.11,185.3,Standard,BlueRoute,2255.2,6,6,Delivered,No,0,73.34,Large,Credit Card,Normal,Rain,4,No,Not returned,1,3.1,Delivered,Saturday,9,34.75829383886256,0,On-time
ORD-015888,2026-01-17,CUS-001163,Small Business,San Diego,United States,WH-002,Los Angeles,Books,0.77,11.01,Standard,SwiftShip,2021.1,5,6,Delivered,Yes,1,50.53,Medium,Debit Card,Normal,Rain,4,No,Not returned,1,9.3,Delivered,Saturday,1,65.62337662337663,1,Delayed
ORD-015889,2026-11-15,CUS-002982,Consumer,Osaka,Japan,WH-005,London,Grocery,5.04,84.87,Economy,FastTrack Logistics,5672.4,11,13,Delivered,Yes,2,174.41,Large,Credit Card,High,Cloudy,3,No,Not returned,1,5.3,Delivered,Sunday,11,34.60515873015873,2,Delayed
ORD-015890,2026-06-05,CUS-004175,Consumer,New York,United States,WH-001,New York,Office Supplies,1.91,114.02,Standard,GlobalExpress,52.0,4,6,Delivered,Yes,2,9.97,Medium,Bank Transfer,Normal,Rain,2,Yes,Changed Mind,1,22.8,Delivered,Friday,6,5.219895287958115,2,Delayed
ORD-015891,2026-07-12,CUS-001297,Enterprise,Glasgow,United Kingdom,WH-008,Sydney,Beauty,0.1,141.71,Standard,ParcelPro,1426.2,5,4,Delivered,No,0,30.36,Small,PayPal,High,Cloudy,5,No,Not returned,1,14.9,Delivered,Sunday,7,303.59999999999997,-1,Early
ORD-015892,2026-09-25,CUS-004624,Consumer,Winnipeg,Canada,WH-009,Dubai,Fashion,1.03,155.56,International,FastTrack Logistics,4799.6,12,17,Delivered,Yes,5,355.43,Large,Credit Card,Low,Rain,2,No,Not returned,2,39.8,Delivered,Friday,9,345.07766990291265,5,Delayed
ORD-015893,2026-06-18,CUS-000294,Consumer,Chicago,United States,WH-004,Toronto,Beauty,0.2,42.49,International,SwiftShip,3791.2,12,12,Delivered,No,0,171.59,Small,Debit Card,Urgent,Cloudy,4,No,Not returned,2,7.7,Delivered,Thursday,6,857.9499999999999,0,On-time
ORD-015894,2026-12-29,CUS-003412,Consumer,Stuttgart,Germany,WH-003,Chicago,Pet Supplies,2.11,126.54,Express,EagleCourier,111.0,2,2,Delivered,No,0,28.53,Large,Bank Transfer,Low,Cloudy,5,No,Not returned,1,11.6,Delivered,Tuesday,12,13.521327014218011,0,On-time
ORD-015895,2026-05-09,CUS-001381,Small Business,Winnipeg,Canada,WH-001,New York,Home & Kitchen,1.16,130.12,Economy,FastTrack Logistics,1840.6,9,9,Delivered,No,0,33.71,Medium,Credit Card,Normal,Clear,4,No,Not returned,1,22.3,Delivered,Saturday,5,29.06034482758621,0,On-time
ORD-015896,2026-05-29,CUS-001976,Consumer,Madrid,Spain,WH-003,Chicago,Pet Supplies,2.47,47.19,Express,ParcelPro,2670.0,3,3,Delivered,No,0,139.74,Large,PayPal,Normal,Extreme Heat,5,No,Not returned,1,17.1,Delivered,Friday,5,56.5748987854251,0,On-time
ORD-015897,2026-10-09,CUS-004515,Consumer,Melbourne,Australia,WH-004,Toronto,Grocery,4.19,10.0,Standard,SwiftShip,1955.4,5,5,Delivered,No,0,64.89,Large,Digital Wallet,High,Storm,4,No,Not returned,1,13.3,Delivered,Friday,10,15.48687350835322,0,On-time
ORD-015898,2026-09-11,CUS-000106,Consumer,Montreal,Canada,WH-007,Paris,Sports & Fitness,1.1,182.55,Express,GlobalExpress,1908.2,3,3,Delivered,No,0,82.96,Medium,Debit Card,Normal,Clear,5,No,Not returned,2,15.7,Delivered,Friday,9,75.41818181818181,0,On-time
ORD-015899,2026-05-30,CUS-000360,Consumer,Bristol,United Kingdom,WH-004,Toronto,Sports & Fitness,0.13,10.0,Same Day,SwiftShip,2379.5,2,2,Delivered,No,0,127.58,Small,Credit Card,Urgent,Storm,5,No,Not returned,1,3.4,Delivered,Saturday,5,981.3846153846154,0,On-time
ORD-015900,2026-06-26,CUS-004983,Consumer,Rome,Italy,WH-010,Singapore,Beauty,0.12,36.21,Standard,BlueRoute,2603.5,6,6,Delivered,No,0,58.16,Small,Digital Wallet,Normal,Clear,4,No,Not returned,1,28.5,Delivered,Friday,6,484.66666666666663,0,On-time
ORD-015901,2026-06-13,CUS-005245,Consumer,San Antonio,United States,WH-001,New York,Books,0.71,55.56,International,SpeedyCargo,3067.6,12,13,Delivered,Yes,1,211.45,Large,Debit Card,High,Clear,3,Yes,Product Defect,2,14.1,Delivered,Saturday,6,297.8169014084507,1,Delayed
ORD-015902,2026-02-08,CUS-004438,Consumer,Montpellier,France,WH-003,Chicago,Toys,1.03,63.47,Economy,BlueRoute,1829.2,9,10,Delivered,Yes,1,32.56,Medium,Digital Wallet,Low,Cloudy,2,No,Not returned,2,24.8,Delivered,Sunday,2,31.611650485436893,1,Delayed
ORD-015903,2026-01-29,CUS-005388,Consumer,Delhi,India,WH-010,Singapore,Toys,0.66,62.24,International,GlobalExpress,5288.5,13,14,Delivered,Yes,1,348.99,Medium,Debit Card,Low,Clear,2,No,Not returned,2,10.5,Delivered,Thursday,1,528.7727272727273,1,Delayed
ORD-015904,2026-12-02,CUS-002836,Enterprise,Bangalore,India,WH-002,Los Angeles,Pet Supplies,0.1,105.95,Standard,FastTrack Logistics,6056.6,8,10,Delivered,Yes,2,159.96,Small,PayPal,High,Cloudy,3,No,Not returned,1,14.8,Delivered,Wednesday,12,1599.6,2,Delayed
ORD-015905,2026-03-06,CUS-004949,Small Business,Adelaide,Australia,WH-006,Berlin,Fashion,1.31,122.07,Standard,PrimeDelivery,2822.4,6,8,In Transit,Yes,2,81.47,Medium,Credit Card,Normal,Cloudy,1,No,Not returned,2,27.7,In Transit,Friday,3,62.19083969465648,2,Delayed
ORD-015906,2026-07-10,CUS-004327,Consumer,Turin,Italy,WH-005,London,Fashion,0.1,74.37,Express,SpeedyCargo,542.9,2,2,Delivered,No,0,29.8,Medium,PayPal,Normal,Cloudy,4,No,Not returned,1,11.6,Delivered,Friday,7,298.0,0,On-time
ORD-015907,2026-12-12,CUS-004930,Small Business,Islamabad,Pakistan,WH-002,Los Angeles,Beauty,0.48,18.47,Express,SwiftShip,4080.4,4,5,Delivered,Yes,1,135.56,Small,Credit Card,High,Cloudy,2,No,Not returned,1,6.1,Delivered,Saturday,12,282.4166666666667,1,Delayed
ORD-015908,2026-05-23,CUS-002627,Enterprise,Ahmedabad,India,WH-004,Toronto,Books,0.43,71.44,Express,EagleCourier,4438.6,4,6,In Transit,Yes,2,153.71,Small,Digital Wallet,Normal,Cloudy,2,No,Not returned,2,18.7,In Transit,Saturday,5,357.4651162790698,2,Delayed
ORD-015909,2026-04-12,CUS-005949,Consumer,Mexico City,Mexico,WH-006,Berlin,Electronics,2.92,16.56,Express,GlobalExpress,5922.6,5,8,Delivered,Yes,3,371.42,Large,Cash on Delivery,High,Rain,3,No,Not returned,1,6.3,Delivered,Sunday,4,127.19863013698631,3,Delayed
ORD-015910,2026-06-30,CUS-005333,Consumer,Hobart,Australia,WH-009,Dubai,Fashion,0.51,24.68,International,SwiftShip,1669.4,11,11,Delivered,No,0,88.1,Medium,PayPal,Normal,Clear,4,No,Not returned,2,22.1,Delivered,Tuesday,6,172.74509803921566,0,On-time
ORD-015911,2026-06-20,CUS-004791,Consumer,Rotterdam,Netherlands,WH-006,Berlin,Fashion,0.86,53.54,International,SwiftShip,2729.2,11,10,Delivered,No,0,142.68,Medium,Credit Card,Normal,Clear,4,No,Not returned,1,14.1,Delivered,Saturday,6,165.90697674418607,-1,Early
ORD-015912,2026-11-10,CUS-003976,Consumer,Houston,United States,WH-002,Los Angeles,Fashion,1.81,10.0,Standard,SpeedyCargo,457.6,4,4,Delivered,No,0,17.59,Medium,PayPal,High,Clear,4,No,Not returned,1,9.8,Delivered,Tuesday,11,9.718232044198894,0,On-time
ORD-015913,2026-11-29,CUS-000502,Consumer,Rome,Italy,WH-002,Los Angeles,Fashion,0.38,117.8,Express,GlobalExpress,102.4,2,2,Delivered,No,0,14.09,Small,Debit Card,Low,Cloudy,5,No,Not returned,1,12.1,Delivered,Sunday,11,37.078947368421055,0,On-time
ORD-015914,2026-12-06,CUS-000651,Enterprise,Liverpool,United Kingdom,WH-005,London,Electronics,5.33,985.28,Express,ParcelPro,284.7,2,3,Delivered,Yes,1,55.31,Oversized,Credit Card,Low,Storm,3,Yes,Damaged Package,1,25.6,Delivered,Sunday,12,10.377110694183866,1,Delayed
ORD-015915,2026-06-01,CUS-004096,Enterprise,Valencia,Spain,WH-004,Toronto,Electronics,2.72,18.42,Same Day,EagleCourier,195.1,0,0,Delivered,No,0,48.49,Large,Digital Wallet,Low,Snow,5,No,Not returned,1,9.1,Delivered,Monday,6,17.827205882352942,0,On-time
ORD-015916,2026-07-11,CUS-005686,Consumer,Hamburg,Germany,WH-007,Paris,Home & Kitchen,2.57,175.21,Express,SwiftShip,1222.3,3,3,Delivered,No,0,72.29,Large,Credit Card,Normal,Rain,4,No,Not returned,1,26.3,Delivered,Saturday,7,28.128404669260703,0,On-time
ORD-015917,2026-06-14,CUS-005624,Small Business,Dusseldorf,Germany,WH-006,Berlin,Home & Kitchen,3.68,427.01,Express,FastTrack Logistics,2612.4,3,3,Delivered,No,0,145.55,Large,Debit Card,High,Extreme Heat,4,No,Not returned,1,9.8,Delivered,Sunday,6,39.55163043478261,0,On-time
ORD-015918,2026-10-03,CUS-000825,Consumer,Yokohama,Japan,WH-006,Berlin,Health & Personal Care,0.1,11.3,Standard,ParcelPro,1377.0,5,7,Delivered,Yes,2,27.95,Small,Debit Card,Normal,Storm,2,Yes,Not as Described,1,10.8,Delivered,Saturday,10,279.5,2,Delayed
ORD-015919,2026-02-26,CUS-002628,Enterprise,Rome,Italy,WH-006,Berlin,Sports & Fitness,3.64,68.65,International,FastTrack Logistics,2329.4,11,10,Delivered,No,0,175.94,Large,Digital Wallet,High,Rain,4,No,Not returned,1,9.8,Delivered,Thursday,2,48.33516483516483,-1,Early
ORD-015920,2026-09-16,CUS-002459,Premium,The Hague,Netherlands,WH-008,Sydney,Health & Personal Care,0.1,18.65,Standard,FastTrack Logistics,619.9,4,4,Delivered,No,0,18.32,Small,Bank Transfer,Low,Clear,3,No,Not returned,1,25.2,Delivered,Wednesday,9,183.2,0,On-time
ORD-015921,2026-07-18,CUS-002827,Small Business,Medina,Saudi Arabia,WH-005,London,Office Supplies,0.65,95.56,Standard,BlueRoute,3276.7,6,7,Delivered,Yes,1,97.09,Medium,Credit Card,High,Cloudy,3,No,Not returned,1,6.9,Delivered,Saturday,7,149.36923076923077,1,Delayed
ORD-015922,2026-05-17,CUS-005854,Premium,Brasilia,Brazil,WH-004,Toronto,Beauty,0.71,18.25,Standard,BlueRoute,3721.8,6,7,Delivered,Yes,1,113.56,Medium,Debit Card,High,Cloudy,2,No,Not returned,1,6.0,Delivered,Sunday,5,159.943661971831,1,Delayed
ORD-015923,2026-11-30,CUS-000676,Small Business,Glasgow,United Kingdom,WH-006,Berlin,Grocery,1.85,91.51,Standard,ParcelPro,2433.0,6,9,Delivered,Yes,3,73.74,Medium,Digital Wallet,High,Snow,2,No,Not returned,1,2.5,Delivered,Monday,11,39.85945945945946,3,Delayed
ORD-015924,2026-10-06,CUS-004651,Premium,Melbourne,Australia,WH-003,Chicago,Beauty,0.79,15.73,Standard,ParcelPro,2096.7,5,6,Delivered,Yes,1,55.97,Medium,Debit Card,Low,Rain,2,No,Not returned,1,11.3,Delivered,Tuesday,10,70.84810126582278,1,Delayed
ORD-015925,2026-07-25,CUS-002717,Consumer,The Hague,Netherlands,WH-002,Los Angeles,Grocery,1.48,10.14,International,GlobalExpress,1710.9,11,12,Delivered,Yes,1,100.42,Medium,Cash on Delivery,Normal,Cloudy,3,No,Not returned,1,15.6,Delivered,Saturday,7,67.85135135135135,1,Delayed
ORD-015926,2026-03-31,CUS-002117,Enterprise,London,United Kingdom,WH-007,Paris,Beauty,0.56,106.13,Standard,SwiftShip,1188.1,5,4,Delivered,No,0,31.46,Medium,Debit Card,Normal,Clear,5,Yes,Changed Mind,1,15.5,Delivered,Tuesday,3,56.17857142857142,-1,Early
ORD-015927,2026-12-06,CUS-002531,Consumer,Calgary,Canada,WH-003,Chicago,Home & Kitchen,0.1,112.35,Express,EagleCourier,3803.1,4,6,Delayed,Yes,2,131.03,Small,Digital Wallet,Normal,Storm,2,No,Not returned,2,5.6,In Transit,Sunday,12,1310.3,2,Delayed
ORD-015928,2026-08-06,CUS-005850,Small Business,Phoenix,United States,WH-002,Los Angeles,Electronics,0.1,356.02,International,SpeedyCargo,4543.9,12,13,In Transit,Yes,1,293.8,Medium,PayPal,Low,Cloudy,3,No,Not returned,1,31.5,In Transit,Thursday,8,2938.0,1,Delayed
ORD-015929,2026-06-03,CUS-002347,Consumer,Rome,Italy,WH-003,Chicago,Pet Supplies,8.07,97.46,Express,SwiftShip,2737.6,3,4,Delayed,Yes,1,161.3,Large,Credit Card,High,Snow,2,No,Not returned,3,13.8,In Transit,Wednesday,6,19.987608426270135,1,Delayed
ORD-015930,2026-12-31,CUS-003905,Consumer,Phoenix,United States,WH-009,Dubai,Home & Kitchen,3.61,163.35,Economy,FastTrack Logistics,2893.3,10,8,In Transit,No,0,82.71,Large,Credit Card,Normal,Clear,3,No,Not returned,1,5.2,In Transit,Thursday,12,22.91135734072022,-2,Early
ORD-015931,2026-11-15,CUS-000107,Small Business,Chennai,India,WH-002,Los Angeles,Fashion,0.7,76.79,Standard,ParcelPro,7428.2,8,8,Delivered,No,0,224.05,Medium,Bank Transfer,Urgent,Clear,5,No,Not returned,1,1.4,Delivered,Sunday,11,320.0714285714286,0,On-time
ORD-015932,2026-01-20,CUS-003597,Consumer,Delhi,India,WH-002,Los Angeles,Beauty,0.91,50.36,International,SpeedyCargo,3212.5,12,12,Delivered,No,0,172.19,Medium,Credit Card,High,Clear,5,No,Not returned,1,3.2,Delivered,Tuesday,1,189.2197802197802,0,On-time
ORD-015933,2026-04-21,CUS-001073,Consumer,Pune,India,WH-003,Chicago,Electronics,7.09,428.37,Standard,PrimeDelivery,2729.6,6,9,In Transit,Yes,3,113.31,Large,Bank Transfer,Normal,Storm,3,No,Not returned,1,9.6,In Transit,Tuesday,4,15.981664315937941,3,Delayed
ORD-015934,2026-05-31,CUS-004493,Enterprise,Hyderabad,India,WH-001,New York,Books,1.23,12.12,Standard,EagleCourier,6068.1,8,10,Delivered,Yes,2,173.89,Medium,Debit Card,High,Cloudy,3,No,Not returned,2,14.1,Delivered,Sunday,5,141.3739837398374,2,Delayed
ORD-015935,2026-04-13,CUS-004993,Consumer,Los Angeles,United States,WH-010,Singapore,Pet Supplies,3.2,102.7,Economy,GlobalExpress,1873.7,9,11,Delivered,Yes,2,43.6,Large,PayPal,Low,Clear,4,Yes,Product Defect,1,11.0,Delivered,Monday,4,13.625,2,Delayed
ORD-015936,2026-09-10,CUS-004724,Consumer,Mumbai,India,WH-007,Paris,Toys,1.08,120.85,International,SpeedyCargo,3135.8,12,13,Delivered,Yes,1,175.27,Medium,Debit Card,Normal,Cloudy,2,No,Not returned,1,5.6,Delivered,Thursday,9,162.28703703703704,1,Delayed
ORD-015937,2026-11-15,CUS-006151,Consumer,Fukuoka,Japan,WH-004,Toronto,Fashion,1.06,131.57,Economy,FastTrack Logistics,4459.6,11,12,Delayed,Yes,1,88.19,Medium,Digital Wallet,Normal,Cloudy,3,No,Not returned,2,22.9,Exception,Sunday,11,83.19811320754717,1,Delayed
ORD-015938,2026-09-10,CUS-000679,Consumer,Birmingham,United Kingdom,WH-008,Sydney,Books,1.04,44.08,International,FastTrack Logistics,1535.7,11,9,Delivered,No,0,89.4,Medium,Credit Card,Urgent,Clear,4,No,Not returned,1,5.3,Delivered,Thursday,9,85.96153846153847,-2,Early
ORD-015939,2026-10-16,CUS-002749,Consumer,Sheffield,United Kingdom,WH-001,New York,Beauty,0.58,49.16,Standard,PrimeDelivery,224.3,4,5,In Transit,Yes,1,12.64,Medium,Debit Card,High,Rain,3,No,Not returned,1,14.6,In Transit,Friday,10,21.793103448275865,1,Delayed
ORD-015940,2026-10-10,CUS-000769,Consumer,Austin,United States,WH-004,Toronto,Pet Supplies,4.05,49.73,Standard,BlueRoute,2086.7,5,6,Delivered,Yes,1,69.46,Large,Digital Wallet,High,Rain,2,No,Not returned,1,11.8,Delivered,Saturday,10,17.150617283950616,1,Delayed
ORD-015941,2026-02-27,CUS-003238,Consumer,Canberra,Australia,WH-001,New York,Health & Personal Care,0.1,10.0,International,SpeedyCargo,4651.8,12,13,Delivered,Yes,1,235.58,Small,Digital Wallet,Normal,Clear,4,No,Not returned,2,24.6,Delivered,Friday,2,2355.8,1,Delayed
ORD-015942,2026-11-28,CUS-003934,Consumer,Jeddah,Saudi Arabia,WH-006,Berlin,Office Supplies,0.36,118.68,Express,PrimeDelivery,3149.9,4,4,Delivered,No,0,100.74,Small,Debit Card,Urgent,Clear,5,No,Not returned,1,5.6,Delivered,Saturday,11,279.8333333333333,0,On-time
ORD-015943,2026-11-19,CUS-000692,Small Business,Hyderabad,India,WH-008,Sydney,Sports & Fitness,0.1,81.67,International,SpeedyCargo,2337.2,11,13,Delivered,Yes,2,98.41,Small,Debit Card,High,Rain,3,No,Not returned,1,4.5,Delivered,Thursday,11,984.0999999999999,2,Delayed
ORD-015944,2026-09-21,CUS-002298,Premium,Sharjah,United Arab Emirates,WH-003,Chicago,Beauty,0.79,72.06,International,EagleCourier,2127.3,11,16,Delivered,Yes,5,108.93,Medium,Debit Card,Low,Rain,2,No,Not returned,1,41.2,Delivered,Monday,9,137.8860759493671,5,Delayed
ORD-015945,2026-08-21,CUS-000442,Consumer,Lahore,Pakistan,WH-006,Berlin,Home & Kitchen,0.1,130.67,International,EagleCourier,6988.6,13,14,Delivered,Yes,1,451.98,Medium,Debit Card,Normal,Rain,3,No,Not returned,1,5.8,Delivered,Friday,8,4519.8,1,Delayed
ORD-015946,2026-12-08,CUS-002702,Consumer,Seville,Spain,WH-005,London,Beauty,0.43,101.62,Economy,PrimeDelivery,2258.0,9,10,Delivered,Yes,1,30.08,Small,Credit Card,Normal,Cloudy,2,No,Not returned,1,6.4,Delivered,Tuesday,12,69.95348837209302,1,Delayed
ORD-015947,2026-03-26,CUS-005007,Consumer,San Diego,United States,WH-002,Los Angeles,Home & Kitchen,0.1,156.1,International,FastTrack Logistics,2925.4,11,10,Delivered,No,0,142.14,Small,Credit Card,Urgent,Clear,4,No,Not returned,1,6.6,Delivered,Thursday,3,1421.3999999999999,-1,Early
ORD-015948,2026-04-01,CUS-002685,Small Business,Faisalabad,Pakistan,WH-008,Sydney,Electronics,1.49,302.43,Economy,SpeedyCargo,6377.4,12,13,Delivered,Yes,1,148.18,Medium,Credit Card,Normal,Extreme Heat,2,Yes,Product Defect,1,17.4,Delivered,Wednesday,4,99.4496644295302,1,Delayed
ORD-015949,2026-08-31,CUS-003761,Premium,Sapporo,Japan,WH-007,Paris,Fashion,0.84,240.43,Standard,SwiftShip,4842.0,7,10,Delivered,Yes,3,131.19,Medium,Credit Card,Normal,Extreme Heat,2,Yes,Damaged Package,1,29.2,Delivered,Monday,8,156.17857142857144,3,Delayed
ORD-015950,2026-04-15,CUS-003044,Consumer,Sharjah,United Arab Emirates,WH-002,Los Angeles,Health & Personal Care,0.91,20.15,Standard,PrimeDelivery,4253.1,7,9,In Transit,Yes,2,178.62,Large,Credit Card,Normal,Cloudy,3,Yes,Changed Mind,1,7.6,In Transit,Wednesday,4,196.28571428571428,2,Delayed
ORD-015951,2026-06-07,CUS-002176,Enterprise,Osaka,Japan,WH-005,London,Health & Personal Care,0.33,28.59,Economy,PrimeDelivery,217.9,8,11,Delivered,Yes,3,6.35,Small,Credit Card,Low,Cloudy,3,Yes,Not as Described,1,19.5,Delivered,Sunday,6,19.242424242424242,3,Delayed
ORD-015952,2026-11-16,CUS-005682,Consumer,Leeds,United Kingdom,WH-001,New York,Electronics,0.71,606.1,Same Day,ParcelPro,1798.7,2,2,Delivered,No,0,115.06,Medium,Debit Card,Normal,Rain,4,No,Not returned,1,5.0,Delivered,Monday,11,162.05633802816902,0,On-time
ORD-015953,2026-09-18,CUS-000697,Consumer,Manchester,United Kingdom,WH-004,Toronto,Electronics,0.1,1425.05,Economy,SwiftShip,1547.7,9,9,Delivered,No,0,23.2,Small,Debit Card,Low,Clear,4,No,Not returned,1,25.7,Delivered,Friday,9,231.99999999999997,0,On-time
ORD-015954,2026-10-11,CUS-002313,Consumer,Paris,France,WH-008,Sydney,Fashion,0.74,106.32,Express,ParcelPro,1758.3,3,4,Delivered,Yes,1,73.78,Medium,Credit Card,Normal,Storm,3,No,Not returned,1,11.8,Delivered,Sunday,10,99.70270270270271,1,Delayed
ORD-015955,2026-01-22,CUS-000662,Small Business,Rome,Italy,WH-001,New York,Sports & Fitness,1.5,189.2,Standard,SwiftShip,315.1,4,4,Delivered,No,0,15.44,Medium,Credit Card,Normal,Clear,4,No,Not returned,1,18.6,Delivered,Thursday,1,10.293333333333333,0,On-time
ORD-015956,2026-05-11,CUS-006239,Enterprise,Pune,India,WH-002,Los Angeles,Home & Kitchen,4.69,576.73,Express,PrimeDelivery,6002.1,5,8,In Transit,Yes,3,333.55,Large,Credit Card,Low,Storm,3,No,Not returned,1,17.9,In Transit,Monday,5,71.11940298507463,3,Delayed
ORD-015957,2026-11-13,CUS-001959,Small Business,Sheffield,United Kingdom,WH-004,Toronto,Electronics,0.38,12.5,Standard,EagleCourier,1615.7,5,4,Delivered,No,0,37.34,Small,Digital Wallet,Urgent,Rain,4,Yes,Damaged Package,1,6.0,Delivered,Friday,11,98.26315789473685,-1,Early
ORD-015958,2026-08-09,CUS-006111,Small Business,Singapore,Singapore,WH-005,London,Electronics,0.44,15.13,Express,PrimeDelivery,2066.2,3,4,In Transit,Yes,1,65.21,Small,Debit Card,Normal,Rain,4,No,Not returned,2,8.1,In Transit,Sunday,8,148.20454545454544,1,Delayed
ORD-015959,2026-11-20,CUS-000651,Small Business,Houston,United States,WH-002,Los Angeles,Electronics,6.06,706.26,Express,PrimeDelivery,2702.2,3,3,Delivered,No,0,197.32,Oversized,Bank Transfer,Normal,Cloudy,5,No,Not returned,1,24.0,Delivered,Friday,11,32.56105610561056,0,On-time
ORD-015960,2026-04-22,CUS-000214,Consumer,Mecca,Saudi Arabia,WH-004,Toronto,Health & Personal Care,0.77,10.0,Express,FastTrack Logistics,1338.9,3,4,In Transit,Yes,1,52.22,Medium,Credit Card,Normal,Rain,3,No,Not returned,1,10.2,In Transit,Wednesday,4,67.81818181818181,1,Delayed
ORD-015961,2026-10-03,CUS-000239,Consumer,Quebec City,Canada,WH-003,Chicago,Grocery,6.23,120.28,Standard,SpeedyCargo,2139.4,5,6,Delivered,Yes,1,83.32,Large,Debit Card,Normal,Storm,4,No,Not returned,1,12.8,Delivered,Saturday,10,13.373996789727125,1,Delayed
ORD-015962,2026-10-18,CUS-003138,Small Business,Valencia,Spain,WH-003,Chicago,Books,0.97,14.63,International,ParcelPro,1819.4,11,10,Delivered,No,0,91.24,Medium,Debit Card,High,Clear,5,No,Not returned,1,7.4,Delivered,Sunday,10,94.06185567010309,-1,Early
ORD-015963,2026-03-11,CUS-003903,Small Business,Utrecht,Netherlands,WH-006,Berlin,Pet Supplies,0.1,13.44,International,PrimeDelivery,1215.6,11,10,Delivered,No,0,61.14,Small,Debit Card,High,Clear,4,No,Not returned,1,8.4,Delivered,Wednesday,3,611.4,-1,Early
